nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Samuel Silva,1,Antonio Prado,5.96,8.98,22,0,FALSE
Gabriel Soares,1,Francisto Chagas,0.02,9.64,23,6.44,TRUE
Alice Silva,2,Pedro I,6.0,6.71,25,4.51,TRUE
Valentina Souza,1,Francisto Chagas,4.27,3.63,4,3.86,FALSE
Davi Maia,1,Pedro II,6.35,6.63,15,5.62,FALSE
Maria Maia,2,Francisto Chagas,08.05,7.39,12,0,FALSE
Gabriel Santos,1,Antonio Prado,0.63,7.28,12,7.7,FALSE
Gabriel Martins,2,Pedro I,1.46,9.13,13,6.53,TRUE
Laura Alves,1,Francisto Chagas,5.38,3.41,26,1.79,TRUE
Valentina Santos,3,Pedro I,5.23,2.61,12,09.01,FALSE
Heitor Souza,2,Carlos Santos,0.28,5.75,4,4.18,TRUE
Maria Santos,2,Pedro II,3.98,2.17,6,9.54,TRUE
Sophia Alves,2,Carlos Santos,1.44,4.72,25,3.64,TRUE
Laura Silva,2,Francisto Chagas,5.43,6.27,30,8.89,FALSE
Miguel Alves,2,Carlos Santos,2.91,2.28,28,0.69,FALSE
Bernardo Gomes,3,Gabriel Gomes,9.56,6.25,8,0,FALSE
Helena Ferreira,3,Francisto Chagas,2.15,8.98,6,8.19,TRUE
Heitor Oliveira,2,Antonio Prado,1.76,5.45,28,9.85,TRUE
Samuel Rodrigues,3,Pedro I,05.06,1.6,18,9.15,FALSE
Alice Oliveira,2,Antonio Prado,6.62,5.13,10,4.81,TRUE
Miguel Pereira,1,Pedro II,3.76,3.18,23,5.85,FALSE
Davi Ribeiro,3,Francisto Chagas,4.85,5.3,25,6.84,TRUE
Gael Ribeiro,2,Pedro I,8.18,0.89,27,0.57,FALSE
Alice Alves,1,Antonio Prado,0.77,8.81,30,2.99,TRUE
Davi Oliveira,3,Pedro I,3.84,0.5,11,4.45,TRUE
Samuel Martins,1,Pedro II,2.57,9.28,0,0.16,FALSE
Valentina Pereira,1,Pedro I,7.6,6.46,12,0,TRUE
Alice Oliveira,2,Gabriel Gomes,6.71,4.74,30,5.56,FALSE
Bernardo Gomes,3,Pedro I,9.1,5.12,29,0,TRUE
Davi Soares,1,Francisto Chagas,3.14,8.11,15,4.45,TRUE
Davi Oliveira,1,Carlos Santos,4.74,5.62,1,08.05,FALSE
Samuel Santos,3,Francisto Chagas,0.73,5.97,25,1.65,TRUE
Valentina Rodrigues,2,Gabriel Gomes,3.17,7.53,8,8.51,FALSE
Gabriel Santos,3,Gabriel Gomes,7.34,9.62,21,0,FALSE
Valentina Oliveira,3,Gabriel Gomes,2.64,7.22,0,4.74,FALSE
Heloisa Silva,2,Gabriel Gomes,5.22,3.9,11,2.42,FALSE
Heitor Soares,3,Francisto Chagas,6.96,08.06,5,0,FALSE
Arthur Silva,1,Antonio Prado,9.17,4.76,21,4.73,FALSE
Arthur Souza,2,Antonio Prado,4.27,2.13,18,0.06,FALSE
Miguel Martins,1,Francisto Chagas,5.94,8.23,24,0,FALSE
Valentina Maia,1,Carlos Santos,7.69,04.01,9,5.11,FALSE
Miguel Gomes,3,Antonio Prado,4.36,9.97,3,0,FALSE
Valentina Ribeiro,2,Pedro I,7.54,9.75,4,0,FALSE
Heitor Ferreira,3,Antonio Prado,0.18,0.08,21,1.99,FALSE
Alice Gomes,3,Gabriel Gomes,9.14,2.35,27,6.28,FALSE
Theo Oliveira,1,Pedro I,2.26,0.09,3,04.05,FALSE
Davi Ribeiro,2,Pedro I,7.32,2.16,9,8.12,TRUE
Heitor Santos,1,Gabriel Gomes,5.18,1.7,15,4.55,FALSE
Davi Alves,1,Gabriel Gomes,1.25,5.25,12,0.24,TRUE
Alice Souza,2,Pedro II,01.01,1.43,4,7.18,FALSE
Laura Soares,3,Gabriel Gomes,1.41,4.23,0,0.75,FALSE
Helena Ribeiro,1,Pedro II,9.14,5.99,21,0,TRUE
Laura Souza,1,Pedro I,1.91,7.31,20,3.74,FALSE
Bernardo Oliveira,2,Antonio Prado,9.22,2.45,27,5.29,TRUE
Heitor Alves,1,Gabriel Gomes,9.91,2.21,4,0.37,FALSE
Gael Ribeiro,1,Carlos Santos,9.97,1.88,9,7.84,TRUE
Theo Soares,2,Carlos Santos,9.53,8.28,29,0,TRUE
Alice Alves,3,Pedro I,6.35,03.09,22,8.37,TRUE
Davi Alves,3,Pedro I,2.74,9.53,7,8.29,TRUE
Bernardo Maia,3,Pedro I,2.72,7.18,14,2.26,TRUE
Helena Pereira,3,Francisto Chagas,0.99,0.86,22,05.09,TRUE
Samuel Silva,1,Pedro II,0.71,07.04,28,0.28,FALSE
Davi Ferreira,3,Gabriel Gomes,0.28,03.02,14,5.18,FALSE
Sophia Maia,2,Pedro I,3.35,5.14,6,3.4,TRUE
Arthur Ribeiro,3,Carlos Santos,6.26,0.88,7,3.57,TRUE
Heitor Ferreira,2,Pedro II,6.15,0.85,17,6.12,TRUE
Bernardo Soares,1,Antonio Prado,9.64,6.33,6,0,FALSE
Davi Oliveira,3,Pedro I,4.86,7.56,29,8.15,TRUE
Gabriel Martins,3,Pedro II,4.41,2.62,15,7.41,TRUE
Arthur Martins,3,Pedro I,3.95,5.14,11,1.58,TRUE
Bernardo Ribeiro,2,Carlos Santos,5.37,6.74,10,4.36,TRUE
Bernardo Gomes,3,Gabriel Gomes,8.48,3.21,7,1.54,FALSE
Helena Martins,3,Pedro II,4.84,3.5,26,2.54,TRUE
Davi Alves,1,Pedro II,2.71,6.43,0,8.66,FALSE
Sophia Ferreira,1,Gabriel Gomes,7.92,5.32,16,8.2,TRUE
Samuel Alves,1,Antonio Prado,7.65,8.84,15,0,TRUE
Davi Souza,3,Antonio Prado,6.56,7.22,7,4.71,TRUE
Laura Ferreira,2,Pedro II,7.38,8.43,24,0,FALSE
Heloisa Martins,1,Gabriel Gomes,4.36,6.45,23,6.74,TRUE
Helena Ferreira,3,Antonio Prado,5.39,7.96,4,1.79,FALSE
Gael Souza,2,Pedro I,1.68,7.46,18,4.29,TRUE
Bernardo Souza,2,Pedro I,3.47,2.11,19,1.54,FALSE
Maria Alves,3,Carlos Santos,0.27,3.95,3,9.57,TRUE
Laura Ferreira,2,Antonio Prado,4.11,8.99,7,7.78,TRUE
Gabriel Santos,2,Francisto Chagas,7.83,2.3,21,9.29,TRUE
Gael Maia,1,Pedro I,08.01,6.37,11,0,TRUE
Sophia Martins,1,Carlos Santos,02.07,4.15,20,0.73,FALSE
Bernardo Oliveira,1,Gabriel Gomes,0.29,3.74,28,2.83,TRUE
Miguel Soares,2,Pedro I,6.21,4.14,3,4.98,TRUE
Alice Ribeiro,3,Francisto Chagas,5.72,6.93,24,1.4,FALSE
Davi Gomes,3,Carlos Santos,2.98,6.89,23,2.92,FALSE
Heitor Maia,1,Francisto Chagas,2.16,9.19,8,0.53,TRUE
Alice Gomes,1,Pedro II,0.6,0.39,29,5.32,TRUE
Heloisa Ribeiro,2,Carlos Santos,09.06,7.75,26,0,FALSE
Heloisa Gomes,1,Antonio Prado,1.73,2.94,24,9.54,FALSE
Miguel Gomes,2,Francisto Chagas,7.71,3.83,17,8.65,FALSE
Helena Alves,1,Gabriel Gomes,08.09,6.28,6,0,FALSE
Alice Alves,2,Francisto Chagas,4.49,0.03,25,9.79,TRUE
Laura Martins,1,Carlos Santos,7.17,3.72,20,9.28,TRUE
Miguel Souza,3,Carlos Santos,01.07,7.75,0,2.81,FALSE
Laura Alves,2,Antonio Prado,6.21,1.66,30,1.71,FALSE
Heitor Martins,1,Francisto Chagas,6.64,4.89,9,9.75,TRUE
Valentina Souza,2,Gabriel Gomes,0.1,5.2,30,8.31,TRUE
Samuel Ribeiro,1,Gabriel Gomes,9.57,9.16,0,0,TRUE
Theo Martins,3,Carlos Santos,8.87,9.99,2,0,FALSE
Valentina Ribeiro,3,Francisto Chagas,6.8,8.6,22,0,FALSE
Theo Ferreira,2,Pedro II,4.54,9.41,8,7.54,TRUE
Gael Alves,3,Gabriel Gomes,1.32,9.68,20,7.18,TRUE
Theo Alves,3,Antonio Prado,6.72,0.3,1,3.4,FALSE
Sophia Santos,3,Gabriel Gomes,3.5,2.36,8,2.93,FALSE
Bernardo Pereira,3,Francisto Chagas,9.98,4.7,9,0,FALSE
Valentina Gomes,3,Carlos Santos,6.6,1.72,21,9.17,FALSE
Arthur Ferreira,3,Pedro I,6.32,9.68,17,0,TRUE
Gabriel Soares,3,Antonio Prado,1.46,8.28,14,4.83,FALSE
Helena Santos,1,Carlos Santos,9.4,5.13,16,0,TRUE
Sophia Alves,3,Carlos Santos,6.45,3.95,19,4.92,TRUE
Valentina Souza,2,Francisto Chagas,5.4,2.69,13,2.95,FALSE
Laura Soares,3,Pedro I,6.9,5.39,8,1.45,FALSE
Davi Soares,3,Pedro II,5.37,9.0,23,0,FALSE
Laura Pereira,2,Francisto Chagas,2.97,4.79,8,6.86,TRUE
Gabriel Souza,3,Carlos Santos,8.21,9.46,19,0,FALSE
Davi Soares,1,Carlos Santos,09.03,9.94,18,0,FALSE
Arthur Gomes,1,Gabriel Gomes,1.17,7.55,24,4.2,TRUE
Arthur Rodrigues,3,Pedro I,0.19,4.51,19,5.8,TRUE
Davi Silva,1,Pedro I,4.91,3.41,0,3.99,TRUE
Maria Silva,2,Pedro I,7.93,0.7,29,8.69,TRUE
Samuel Souza,3,Pedro I,3.83,7.19,21,1.9,FALSE
Bernardo Ferreira,2,Gabriel Gomes,0.16,2.12,0,9.85,TRUE
Heloisa Souza,2,Antonio Prado,3.15,03.08,5,02.09,FALSE
Arthur Oliveira,2,Antonio Prado,0.97,7.71,11,7.91,FALSE
Alice Pereira,1,Carlos Santos,0.23,0.51,11,9.29,TRUE
Heloisa Alves,3,Francisto Chagas,0.45,4.37,3,7.31,TRUE
Valentina Maia,2,Carlos Santos,4.52,1.18,30,3.45,TRUE
Helena Rodrigues,1,Carlos Santos,2.5,8.97,30,8.46,TRUE
Samuel Pereira,1,Gabriel Gomes,9.58,9.91,5,0,TRUE
Laura Maia,1,Pedro I,9.83,2.31,10,6.98,FALSE
Heitor Ferreira,1,Carlos Santos,1.31,3.41,7,9.37,TRUE
Helena Soares,3,Gabriel Gomes,0.27,3.77,20,6.53,FALSE
Gabriel Souza,2,Antonio Prado,9.75,0.27,27,1.92,FALSE
Heloisa Gomes,1,Francisto Chagas,0.68,05.06,0,7.39,FALSE
Davi Gomes,1,Pedro I,9.12,7.48,9,0,TRUE
Arthur Maia,3,Francisto Chagas,7.12,6.95,2,0,TRUE
Gabriel Martins,1,Francisto Chagas,01.05,3.99,12,6.97,TRUE
Helena Ferreira,2,Pedro II,5.48,9.9,0,0,FALSE
Arthur Ferreira,2,Carlos Santos,04.07,3.92,23,5.22,FALSE
Laura Gomes,1,Carlos Santos,07.06,1.45,20,8.1,FALSE
Laura Pereira,3,Pedro I,4.54,7.27,4,02.04,TRUE
Bernardo Martins,1,Gabriel Gomes,9.58,0.8,28,6.58,TRUE
Helena Rodrigues,2,Gabriel Gomes,05.06,0.21,1,3.45,TRUE
Heitor Oliveira,3,Gabriel Gomes,5.28,8.75,20,0,FALSE
Theo Gomes,2,Gabriel Gomes,2.55,7.53,23,4.38,FALSE
Theo Alves,3,Francisto Chagas,9.58,4.82,26,0,FALSE
Gabriel Santos,1,Gabriel Gomes,0.04,7.53,5,5.91,FALSE
Helena Ferreira,2,Antonio Prado,6.81,4.77,6,4.51,TRUE
Arthur Alves,1,Carlos Santos,4.38,5.25,26,7.54,FALSE
Gabriel Gomes,2,Pedro I,6.46,9.26,23,0,TRUE
Valentina Gomes,3,Pedro I,1.89,8.94,16,8.5,TRUE
Samuel Gomes,3,Pedro I,6.52,3.8,21,6.55,TRUE
Gabriel Martins,1,Carlos Santos,6.28,2.5,0,7.45,FALSE
Gabriel Maia,1,Antonio Prado,05.02,8.6,24,05.04,TRUE
Valentina Oliveira,1,Gabriel Gomes,9.43,2.26,7,4.58,TRUE
Alice Silva,1,Pedro I,3.97,4.21,12,0.69,TRUE
Helena Ribeiro,3,Carlos Santos,8.33,6.23,27,0,TRUE
Theo Santos,1,Gabriel Gomes,0.57,7.57,9,08.01,FALSE
Alice Souza,3,Gabriel Gomes,8.67,5.23,3,5.66,TRUE
Laura Ferreira,3,Pedro I,4.5,4.94,7,7.24,TRUE
Helena Alves,2,Gabriel Gomes,3.22,01.08,9,6.48,TRUE
Laura Rodrigues,1,Gabriel Gomes,7.91,7.88,13,0,TRUE
Gael Martins,1,Carlos Santos,1.9,9.6,3,8.1,FALSE
Alice Santos,3,Pedro II,6.52,7.79,2,0,FALSE
Miguel Maia,1,Pedro II,3.92,9.34,21,8.88,TRUE
Gael Soares,3,Francisto Chagas,04.05,9.58,28,3.61,FALSE
Helena Gomes,3,Pedro II,4.63,8.0,30,0.23,FALSE
Davi Pereira,1,Francisto Chagas,4.8,7.58,28,0.46,FALSE
Heitor Alves,3,Antonio Prado,6.82,6.9,0,8.71,FALSE
Miguel Maia,1,Gabriel Gomes,7.18,1.7,29,2.38,TRUE
Sophia Oliveira,2,Pedro II,3.87,4.86,19,6.34,FALSE
Arthur Oliveira,1,Pedro I,5.2,6.12,5,03.05,FALSE
Theo Martins,2,Francisto Chagas,0.87,5.86,12,5.9,TRUE
Heloisa Soares,2,Pedro I,6.74,6.28,20,5.46,FALSE
Heitor Soares,1,Pedro II,9.92,1.62,7,2.78,FALSE
Miguel Alves,3,Pedro I,4.68,9.16,1,1.64,TRUE
Maria Gomes,3,Francisto Chagas,7.45,6.76,16,0,FALSE
Heitor Gomes,2,Pedro II,1.72,3.52,16,9.43,TRUE
Valentina Ferreira,2,Francisto Chagas,2.6,3.67,0,0.84,FALSE
Davi Rodrigues,2,Carlos Santos,0.81,4.55,28,4.77,TRUE
Gael Souza,3,Francisto Chagas,0.06,8.59,10,3.85,FALSE
Heitor Soares,1,Gabriel Gomes,6.7,9.11,25,0,FALSE
Arthur Alves,2,Pedro I,7.37,06.02,7,7.29,FALSE
Bernardo Maia,1,Antonio Prado,8.77,2.28,26,2.43,FALSE
Gabriel Ferreira,2,Francisto Chagas,2.31,3.26,15,0.12,TRUE
Theo Martins,3,Francisto Chagas,01.02,3.44,6,1.54,TRUE
Maria Martins,1,Pedro I,5.33,9.16,27,0,FALSE
Valentina Martins,3,Pedro I,7.63,6.6,28,0,FALSE
Gael Santos,3,Pedro I,0.28,0.9,12,09.05,FALSE
Gael Silva,2,Carlos Santos,1.33,4.45,0,7.47,FALSE
Alice Rodrigues,2,Carlos Santos,2.36,5.29,13,8.73,FALSE
Helena Pereira,3,Francisto Chagas,9.44,8.23,10,0,TRUE
Davi Rodrigues,3,Pedro I,3.4,7.65,19,3.13,TRUE
Bernardo Alves,2,Antonio Prado,8.43,2.91,19,2.74,TRUE
Arthur Alves,2,Gabriel Gomes,7.71,6.89,10,0,TRUE
Laura Martins,1,Antonio Prado,6.7,7.2,26,2.85,TRUE
Heloisa Souza,3,Gabriel Gomes,2.46,5.27,27,5.87,TRUE
Maria Oliveira,1,Antonio Prado,5.72,6.24,29,9.85,FALSE
Helena Ferreira,2,Antonio Prado,7.33,8.98,19,0,TRUE
Gael Alves,1,Carlos Santos,2.67,3.68,13,1.96,FALSE
Gabriel Silva,2,Carlos Santos,2.97,6.96,7,6.63,FALSE
Sophia Alves,1,Antonio Prado,5.92,6.79,23,2.53,FALSE
Samuel Oliveira,3,Pedro II,2.37,5.61,1,4.62,FALSE
Gabriel Maia,2,Antonio Prado,5.8,3.16,12,6.14,FALSE
Gabriel Pereira,1,Pedro II,2.85,5.15,24,0.14,TRUE
Bernardo Souza,1,Pedro I,2.88,9.9,4,9.16,FALSE
Heloisa Maia,2,Gabriel Gomes,8.6,7.9,22,0,TRUE
Heloisa Martins,2,Pedro I,2.48,8.66,14,9.73,TRUE
Maria Rodrigues,2,Pedro I,6.66,5.1,9,4.62,TRUE
Laura Rodrigues,3,Francisto Chagas,7.37,6.76,26,0,TRUE
Miguel Pereira,3,Carlos Santos,2.42,5.37,25,4.85,TRUE
Heitor Silva,2,Pedro I,3.51,8.65,16,5.5,TRUE
Heitor Alves,2,Carlos Santos,4.57,7.5,25,1.16,TRUE
Heitor Ferreira,3,Gabriel Gomes,3.76,0.46,28,1.73,FALSE
Gael Oliveira,1,Gabriel Gomes,2.95,08.06,0,7.38,FALSE
Theo Gomes,3,Carlos Santos,8.79,0.18,28,2.38,FALSE
Valentina Alves,2,Pedro II,0.68,6.93,12,03.01,TRUE
Helena Gomes,3,Pedro I,3.0,6.31,15,09.08,TRUE
Arthur Maia,3,Pedro II,4.19,05.09,23,3.12,FALSE
Arthur Alves,2,Pedro II,9.43,1.55,16,6.83,TRUE
Miguel Ribeiro,3,Antonio Prado,0.49,0.37,1,5.14,FALSE
Heloisa Alves,3,Carlos Santos,8.56,0.01,4,0.1,TRUE
Samuel Maia,1,Carlos Santos,2.26,2.83,21,7.69,TRUE
Gael Martins,3,Pedro II,2.15,5.58,15,0.85,FALSE
Theo Soares,2,Carlos Santos,0.71,1.87,30,6.81,TRUE
Miguel Rodrigues,2,Carlos Santos,4.74,6.22,10,9.65,FALSE
Heloisa Silva,1,Pedro I,4.8,2.23,21,6.24,FALSE
Heloisa Ferreira,3,Carlos Santos,0.59,06.04,23,1.58,TRUE
Miguel Ferreira,1,Pedro I,9.51,9.81,20,0,TRUE
Theo Maia,1,Carlos Santos,7.52,7.45,11,0,TRUE
Heitor Ferreira,3,Pedro I,6.74,3.66,18,6.83,FALSE
Davi Alves,2,Pedro I,9.56,5.15,28,0,FALSE
Maria Silva,2,Francisto Chagas,5.85,4.13,28,5.53,FALSE
Alice Rodrigues,2,Gabriel Gomes,3.62,6.77,24,5.41,TRUE
Gael Rodrigues,2,Pedro II,1.67,6.55,27,6.76,FALSE
Arthur Oliveira,2,Pedro II,5.3,3.8,4,4.59,FALSE
Gael Martins,2,Pedro I,6.32,5.77,9,0.31,FALSE
Gael Alves,3,Pedro II,7.57,7.2,7,0,FALSE
Valentina Martins,3,Pedro II,3.98,1.46,26,2.19,TRUE
Arthur Pereira,2,Gabriel Gomes,1.98,7.39,10,5.53,FALSE
Laura Ribeiro,1,Pedro I,2.38,4.83,30,7.94,FALSE
Sophia Pereira,1,Pedro I,05.08,1.67,12,07.07,FALSE
Laura Souza,1,Francisto Chagas,0.47,6.22,27,05.07,FALSE
Gabriel Ferreira,2,Pedro I,2.22,9.97,28,4.79,TRUE
Heitor Alves,1,Francisto Chagas,2.84,3.63,11,6.37,FALSE
Gael Ferreira,2,Pedro I,6.34,3.74,9,02.03,TRUE
Sophia Souza,2,Gabriel Gomes,3.97,0.11,7,7.39,FALSE
Maria Ferreira,2,Antonio Prado,0.04,8.96,21,2.3,TRUE
Theo Soares,2,Gabriel Gomes,0.72,7.73,7,2.31,TRUE
Arthur Rodrigues,2,Antonio Prado,06.03,2.23,22,9.84,FALSE
Theo Rodrigues,1,Gabriel Gomes,4.14,0.06,16,5.96,TRUE
Bernardo Martins,1,Pedro II,2.37,3.74,27,9.75,TRUE
Heitor Soares,2,Francisto Chagas,3.94,8.77,27,7.93,TRUE
Sophia Alves,3,Pedro II,8.55,4.9,20,7.81,TRUE
Alice Alves,1,Gabriel Gomes,9.51,1.69,16,06.06,FALSE
Helena Pereira,1,Antonio Prado,7.51,0.79,23,4.9,FALSE
Gabriel Oliveira,2,Gabriel Gomes,03.02,3.59,25,3.6,FALSE
Sophia Oliveira,3,Pedro II,3.37,9.46,30,8.42,TRUE
Gabriel Gomes,3,Pedro I,2.71,0.63,30,2.52,TRUE
Helena Gomes,2,Carlos Santos,9.14,6.32,24,0,FALSE
Arthur Santos,3,Gabriel Gomes,5.81,1.22,25,3.14,FALSE
Valentina Souza,1,Pedro I,7.31,7.67,6,0,TRUE
Maria Gomes,3,Pedro II,1.99,3.41,3,2.42,TRUE
Alice Alves,3,Antonio Prado,0.16,7.3,23,01.06,FALSE
Maria Gomes,2,Pedro I,8.99,6.26,15,0,TRUE
Alice Soares,3,Gabriel Gomes,04.01,7.28,27,3.82,FALSE
Alice Silva,3,Francisto Chagas,5.44,0.36,23,7.35,FALSE
Alice Ferreira,3,Francisto Chagas,6.33,5.53,18,6.65,TRUE
Samuel Martins,2,Francisto Chagas,3.84,6.33,0,2.63,FALSE
Helena Ferreira,1,Carlos Santos,2.66,2.17,5,4.76,FALSE
Valentina Alves,2,Francisto Chagas,9.35,5.19,1,0,FALSE
Valentina Alves,2,Antonio Prado,4.51,3.0,13,06.01,TRUE
Davi Pereira,1,Francisto Chagas,7.0,8.17,7,0,FALSE
Heitor Soares,3,Antonio Prado,8.51,1.27,19,3.27,TRUE
Bernardo Soares,1,Antonio Prado,6.82,2.66,2,3.3,TRUE
Bernardo Alves,3,Pedro I,6.95,6.85,23,6.91,TRUE
Gael Soares,2,Francisto Chagas,0.83,6.92,22,4.8,TRUE
Davi Ferreira,1,Gabriel Gomes,2.41,2.87,23,2.71,TRUE
Theo Alves,1,Antonio Prado,2.88,8.95,8,2.66,TRUE
Heitor Santos,3,Francisto Chagas,5.77,2.72,0,6.33,TRUE
Bernardo Rodrigues,3,Pedro I,9.68,8.68,22,0,TRUE
Heloisa Ferreira,2,Pedro II,3.13,5.86,26,1.23,FALSE
Valentina Silva,1,Gabriel Gomes,8.5,01.07,19,5.33,TRUE
Arthur Maia,2,Pedro II,8.97,1.28,28,8.47,TRUE
Valentina Alves,2,Antonio Prado,7.57,1.15,2,2.87,FALSE
Theo Ribeiro,1,Gabriel Gomes,2.68,1.76,3,4.81,TRUE
Bernardo Martins,3,Carlos Santos,5.36,5.93,15,7.95,TRUE
Miguel Martins,1,Gabriel Gomes,8.47,1.7,27,3.43,TRUE
Miguel Soares,3,Gabriel Gomes,6.3,5.63,1,4.17,FALSE
Gabriel Martins,2,Carlos Santos,0.37,2.65,2,2.33,FALSE
Samuel Oliveira,2,Gabriel Gomes,1.6,7.28,16,7.49,TRUE
Miguel Alves,2,Francisto Chagas,9.74,0.77,10,1.81,TRUE
Davi Oliveira,1,Francisto Chagas,1.56,5.69,14,8.42,TRUE
Davi Oliveira,1,Antonio Prado,7.76,4.64,4,0.33,TRUE
Heloisa Martins,3,Gabriel Gomes,05.09,7.91,6,8.76,FALSE
Valentina Gomes,2,Gabriel Gomes,0.48,5.11,1,06.04,TRUE
Davi Maia,1,Gabriel Gomes,5.37,8.83,0,0,TRUE
Arthur Ferreira,2,Francisto Chagas,2.62,4.87,1,02.06,FALSE
Helena Ribeiro,1,Antonio Prado,7.9,9.82,26,0,FALSE
Maria Rodrigues,1,Carlos Santos,1.45,6.36,0,4.37,FALSE
Valentina Maia,3,Pedro II,2.73,03.08,25,5.23,TRUE
Sophia Maia,2,Pedro II,9.65,7.34,5,0,FALSE
Laura Gomes,3,Carlos Santos,5.18,3.45,23,3.13,FALSE
Samuel Oliveira,3,Gabriel Gomes,7.44,3.36,10,3.82,TRUE
Bernardo Soares,3,Antonio Prado,0.92,0.18,1,9.44,TRUE
Heloisa Souza,3,Pedro I,4.38,4.45,2,0.92,FALSE
Arthur Martins,3,Carlos Santos,8.62,4.79,27,9.77,FALSE
Helena Alves,3,Antonio Prado,4.81,0.65,19,7.17,TRUE
Laura Alves,1,Pedro I,7.7,2.61,15,0.02,TRUE
Miguel Maia,3,Pedro II,1.58,3.37,29,9.48,TRUE
Laura Ferreira,2,Francisto Chagas,4.96,1.44,11,1.7,FALSE
Samuel Pereira,3,Pedro II,3.1,7.25,5,7.78,FALSE
Heitor Oliveira,3,Pedro II,7.36,07.07,2,0,TRUE
Theo Rodrigues,3,Carlos Santos,06.03,6.31,27,6.24,FALSE
Gael Alves,1,Francisto Chagas,9.64,1.47,3,0.78,TRUE
Gael Alves,3,Carlos Santos,6.21,6.31,24,0.2,TRUE
Samuel Gomes,3,Antonio Prado,2.19,2.71,12,9.26,FALSE
Gael Oliveira,3,Gabriel Gomes,1.46,5.3,11,4.56,TRUE
Samuel Oliveira,2,Antonio Prado,2.97,0.26,4,1.27,TRUE
Davi Silva,2,Pedro II,0.04,6.4,12,5.72,TRUE
Miguel Alves,3,Carlos Santos,8.3,4.33,9,0.83,FALSE
Alice Alves,3,Francisto Chagas,7.19,7.94,21,0,TRUE
Maria Ribeiro,3,Pedro II,2.31,5.2,3,5.73,TRUE
Miguel Souza,3,Antonio Prado,4.59,7.14,8,0.7,FALSE
Maria Silva,1,Francisto Chagas,8.25,8.8,1,0,FALSE
Heloisa Alves,2,Pedro I,6.66,03.08,18,3.34,FALSE
Sophia Ferreira,2,Gabriel Gomes,1.79,09.02,9,2.72,FALSE
Gabriel Alves,3,Carlos Santos,4.16,6.29,29,7.49,FALSE
Laura Alves,1,Pedro I,1.36,3.39,13,9.46,FALSE
Sophia Rodrigues,2,Pedro II,5.53,5.25,15,5.63,TRUE
Valentina Rodrigues,1,Francisto Chagas,0.95,4.84,1,8.18,TRUE
Valentina Gomes,2,Pedro I,6.11,4.27,29,5.76,FALSE
Sophia Silva,2,Pedro I,6.92,3.67,29,6.93,FALSE
Gabriel Alves,3,Francisto Chagas,6.3,2.0,20,3.15,FALSE
Samuel Silva,1,Pedro I,02.05,7.0,21,0.72,TRUE
Samuel Alves,2,Pedro I,9.73,3.55,28,2.49,TRUE
Heitor Ferreira,2,Antonio Prado,6.52,8.29,12,0,FALSE
Samuel Alves,3,Gabriel Gomes,5.92,1.89,30,0.71,TRUE
Alice Rodrigues,2,Gabriel Gomes,9.6,1.94,23,6.16,TRUE
Miguel Martins,1,Pedro II,3.81,6.16,8,1.81,TRUE
Laura Ferreira,1,Pedro II,8.69,8.7,10,0,TRUE
Maria Martins,2,Francisto Chagas,3.47,2.79,1,3.51,FALSE
Valentina Gomes,1,Gabriel Gomes,4.84,7.53,1,5.93,TRUE
Maria Ribeiro,2,Antonio Prado,1.21,6.2,18,2.14,FALSE
Sophia Soares,3,Antonio Prado,2.62,9.17,1,2.92,TRUE
Maria Ferreira,3,Pedro II,2.15,6.19,8,0.33,FALSE
Valentina Alves,2,Antonio Prado,0.71,1.37,2,1.88,FALSE
Sophia Soares,3,Carlos Santos,7.93,04.03,16,08.05,TRUE
Davi Ribeiro,1,Gabriel Gomes,8.86,2.12,11,3.66,TRUE
Valentina Gomes,2,Francisto Chagas,6.22,0.56,26,8.49,FALSE
Theo Pereira,1,Antonio Prado,8.58,1.27,9,8.45,TRUE
Maria Silva,1,Carlos Santos,9.24,7.25,17,0,FALSE
Maria Oliveira,1,Pedro II,3.29,6.97,0,1.56,FALSE
Gabriel Gomes,3,Pedro II,06.05,0.54,10,1.26,TRUE
Helena Maia,1,Antonio Prado,6.94,5.52,15,4.63,FALSE
Helena Ribeiro,1,Antonio Prado,4.4,0.26,18,01.08,FALSE
Miguel Gomes,2,Carlos Santos,7.78,4.13,27,2.79,FALSE
Laura Souza,1,Antonio Prado,8.65,1.94,26,5.18,FALSE
Bernardo Alves,1,Pedro I,4.68,7.82,2,4.77,TRUE
Maria Silva,1,Gabriel Gomes,2.63,2.97,13,7.15,FALSE
Maria Alves,1,Pedro I,7.74,7.83,16,0,FALSE
Alice Gomes,2,Carlos Santos,0.36,03.03,4,4.81,FALSE
Davi Soares,3,Antonio Prado,2.97,08.01,3,5.34,FALSE
Samuel Alves,3,Antonio Prado,4.7,8.24,23,7.4,TRUE
Theo Oliveira,2,Pedro I,05.05,2.55,30,0.88,TRUE
Arthur Alves,3,Gabriel Gomes,1.78,05.02,3,6.78,FALSE
Theo Pereira,2,Francisto Chagas,7.31,2.15,12,0.54,TRUE
Maria Gomes,1,Pedro I,5.71,6.18,14,0.63,FALSE
Arthur Santos,2,Gabriel Gomes,01.03,0.98,25,0.73,TRUE
Gael Gomes,2,Pedro I,4.28,7.99,23,09.08,FALSE
